id,Medicine Name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class,Condition,User,Date,Rating,Content,reference,food_interactions__001,food_interactions__002,food_interactions__003,food_interactions__004,food_interactions__005,food_interactions__006,food_interactions__007,food_interactions__008,Substitute
,Clopidogrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ischemic Stroke,GLJ,5-Jan-23,1,"Plavix (clopidogrel)""I’m not having any luck with Plavix! Was prescribed it and a baby aspirin after having a mini stroke. Had nose bleeds right off. Doctor said drop the aspirin. I did but still had nose bleeds! Started taking Plavix every other day and now I woke up at 4am with excruciating upper stomach pain! I’m done with it. I’ll try the aspirin but done with Plavix!""",,,,,,,,,,
,Rizatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,kaz,27-Mar-11,7,"Maxalt (rizatriptan)""Upon 1st using this approximately 6 or so years ago I too labeled this as a miracle, unfortunately my last 3 migraines they have had no effect. """,,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Good...,24-Jun-17,5,"""I've been on it 3 times. For 8 years, then again for a little less than a year 2 diff times. For depression and anxiety.  First starting it I always got nausea and killer headaches. But then they would get better and eventually go away. The first few months of taking it I would feel better. Happier, more energy etc. But then as months went on I would become more numb to things. No highs or lows. Just zombie mode. Very spacy and forgetful. Running red lights, forgetting to go to class or work. No sex drive. Tired. Failed my classes.  The most recent time I was on it it really helped with my depression but it actually caused me to have OCD. I had OCD as a child but hadn't had it in forever. Thought that was weird it triggered it to come back.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GERD,rhean...,25-May-21,1,"""Went to the ER 5 times for extreme abdominal pain and was prescribed this medication. I did my research and read the reviews on these pills and was all ready extremely skeptical but took it for two days and already was extremely shaky, anxiety was through the roofs, depressive, suicidal thoughts came flooding back. I had difficulty breathing and concentrating, shaky and painful eyes, piercing headaches. and this was only after 2 days, do NOT recommend""",,,,,,,,,,Pantoprazole
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,rae,13-May-21,1,"""Doc prescribed me 10mg which I took yesterday morning for the 1st time. 6 hrs in I started to feel brain fog, cognitive impairment, zombielike, and couldn't function. My symptoms got worse including vomiting, nausea, and a HORRIBLE migraine.
I prayed that these symptoms would let up after a night's rest. Couldn't sleep because of the migraine and was still nauseous even in my sleep. Woke up this morning and I still feel like a zombie. I don't feel like my life is mine. It feels like I'm living in a cloud, and this is the worst feeling I've ever felt. Doc said, ""Oh I probably should've started you off at a lower dose,"" and that I'll probably feel this way for 2-3 more days. I am so anxious that these side effects won't go away, because I've never had a medication affect my brain this horribly before. DO NOT TAKE THIS MEDICATION. It's been 26 hours since taking my first 10mg dose and I still feel absolutely AWFUL. I regret taking it and want my life back.""",,,,,,,,,,"Losartan, Atenolol"
,Ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Sunlo...,31-Jul-18,1,"""I had received this drug first around 97 for pneumonia, not long after I became breathless, I was told asthmatic and put on inhalers, I had sleep/ insomnia problems, my back/ joints started to give me problems and I had concentration problems, skin and GI issues, teeth etc, by start of 2001 apart from energy crashes, concentration and back problems I seemed fine, had surgery on back March 01 and problems re surfaced, this led to further surgery 07, apart from few issues I was fine until got drug again 08, various issues reported them all, was advised would never get again, received June 16, immediate adverse reaction, this time life been ruined. Musculaskelatal atrophy, cognitive issues, eyesight, skin, collagen depletion, advised doubt had asthma, breathing issues, central nervous system/autonomic nerve system damage, hair problems, teeth. Life ruined this time.""",,,,,,,,,,
,Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diabetes, Type 2",Philip...,17-Mar-17,2,"Glucophage (metformin)""Mildly effective with controlling blood glucose. Side effect of extreme fecal incontinence was unacceptable.""",,,,,,,,,,"Glimepiride, Sitagliptin"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,limit...,16-Mar-14,10,"Lexapro (escitalopram)""This stuff is like magic. I have never been as happy or self actualized as I am now. I can do things I could never do before. No side effects that matter.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,Paul...,27-Aug-17,2,"""I have only been on sertraline 50mg for 4 days and I am going through hell, feeling very low I really hope they work I feel terrible. I have read this will pass in time I hope so. I have had depression and aniexty for many years on all sorts of meds but I got worse so my doctor put me on sertraline.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Budesonide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoimmune HepatitisOff-label,Annie,10-Apr-20,9,"""I have been on this steroid budesonide for almost 6 months, taking 2 pills a day at 3 mg each.   I have issues with red spotted dots under the skin, blurry vision that comes and goes, just started having my hair getting thin, a little swelling in the ankles, easy bruising, puffiness under the eyes, and I want to get off of them.  I am gonna get to the bottom of why the REAL reason and cause if liver enzymes issues.  A friend of mine had hormone issues, DHEA issues and has hashimoto disease,  all of this elevated her liver enzymes.  I am planning to have the same tests she had done to see what and if there are any issues with me also.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,MJano,30-Nov-19,9,"""I want to thank all who posted to ‘hang in there’. Those reviews kept me going when I would have given up. My anxiety was so much worse when I started Lexapro on 5mg. I would wake around 3AM with anxiety so bad it was shy of a panic attack. It would be 4 or 5 hours of feeling anxious, restless and downright horrible. I was sick to my stomach and had no appetite. Eventually this eased a little when I got to 10mg but then we added  insomnia. I’m 3 1/2 weeks in now and feel better than I have in months. I can sleep again and if my anxiety was a 10 before, it doesn’t pass a 2-3 now. Lifesaving med just horrible adjustment period for me. Hang in there!!""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety DisorderOff-label,Pinkk...,15-Nov-19,1,"""Horrible side effects""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and Stress,amand...,27-May-14,9,"Prozac (fluoxetine)""I've been on Prozac for a little over a year for depression and anxiety. I'm on 20mg since I was 14. Personally I think it was too much for my system when I first started taking it. I was like an ADHD child. Couldn't calm down. Jumping around everywhere and could barely sleep at night. And with me being a 100lb 14 year old; my mother thought so too. Now that I'm 16, I think this medication isn't working for me anymore. I'm becoming more and more depressed and my anxiety level is at its highest. I keep having panic attacks also. Prozac was amazing for me up til now. But I do believe that my body has gotten used to this medication. I'm talking to my doctor soon as possible to maybe raise my dosage.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,franc...,12-Nov-16,1,"""Hi there, I'm 35 years old male, have strong anxiety and panic attacks 5 years ago.
I'm getting worse 2 months ago, I can't go out from home, or stay alone in the house, so my therapist decided we had to change my medication. Before this I took only miratazapine. This time I combined with SSRI
-1st try: 5 mg/day : extreme anxiety-nausea-diarrhea. On the day 7th I quit.
-2nd try: 10 days later, this time with xanax (2x0.5 mg): First 3 days I took 5 mg/day, no side effects. From the day 4th, I took 7.5 mg/day: no diarrhea, but my anxiety getting worse, extreme, non-stop nausea, I ate maybe 1 or 2 bananas/day. From day 15th, side effects still here + I couldn't sleep, feeling tired and depressed. On the 18th I quit.
Not for me.""",,,,,,,,,,
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Miracle,10-May-20,10,"""I have been taking fluoxetine for about 7 months now I take it to control my negative dark thoughts and suicidal thoughts since I've been taking it I feel a sense of happiness and calmer it is good at treating depression and anxiety disorders I would highly recommend to anyone its made me feel normal again. I have no side effects at all""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,Kimbe...,3-Feb-18,10,"""Has completely changed my life for the better. It's like I am the person I truly am and want to be - I am now  without the anxiety, fearfullness, and depression. It has made me be able to live life and enjoy it! I couldn't believe I had fallen into a ""whats the purpose"" mindset, but now I see it wasn't my fault....I truly needed this medication and will probably be on it long term. It has without a doubt changed my life and brought the joy back into everyday living. It has also boosted my energy....I was tired all the time for no reason no matter what. Now I wake up in the mornings excited for work. Truly a God sent medication!!!""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osteoarthritis,GGML,12-Oct-12,9,"Voltaren (diclofenac)""I have osteoarthritis in my hands, elbows, knees and feet, and some days the pain was so bad I didn't want to move. The first day I took Voltaren I felt full pain relief, It's a wonderful pain medication. I like that its not a narcotic. Thank you Voltaren I have my life back.""",,,,,,,,,,
,Levothyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hypothyroidism, After Thyroid Removal",moon,8-Aug-21,10,"""I had been prescribed many forms, brands and generics of T4. Unithroid 50mcg [specifically this strength due to lack of manufacturer fillers] is the only one that allowed me to gain and maintain control of TSH post-ablation.""",,,,,,,,,,Liothyronine
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,star,16-Jul-09,7,"Prozac (fluoxetine)""I was on 30mg Prozac daily for stress/anxiety/depression after having an eating disorder for 6  years and felt after 1 year I hit a plateau and weaned myself off of it.  When I missed a dose I definitely felt the anxiety creep back and depression set it, but got sick of feeling numb with no emotions and unable to cry even when I wanted to.  I however; after being off of it for a year and trying it again because I know I didn't gain weight on it which was my biggest fear. I am afraid to try another medicine and frankly don't feel like going through the weeks you have to wait to see if they work.  I know I liked Prozac in all when I was on it and just hope the plateau I felt is gone.  """,,,,,,,,,,
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain,MadMaxx,14-Apr-21,2,"Voltaren (diclofenac)""Some things you need to consider. Maybe this was better when a prescription was required as it cost me $11.49 for a 50 g tube. Each application for knees or the lower body is 4.5 inch long ribbon or 4 g. Which means this tube at the recommended applications, 4, per day will last you three days. Some things that you should take into account also is if you have high blood pressure or kidney disease, then you really shouldn’t be taking this stuff. Those are two very prominent medical conditions in older people which also happens to be the same people that have the arthritis problems that need the product. So in my case and in my opinion it turns out that Voltaren is not only ridiculously expensive, but useless.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,IdkWh...,8-Oct-16,9,"""I've been taking Lexapro (escitaploprgram) since February. First, I'd like to mention that you can NOT take this drug for a week or less and expect to magically feel better; I felt really sick the first two weeks on this drug. But you HAVE to give the drug time. For me, I didn't really start noticing the drugs positive effects for about two months. I took Zoloft before this and felt like it made me too tired and absent-minded. Luckily, Lexapro doesn't seem to have this effect (although I do drink caffeinated drinks). I like Lexapro not only because my anxiety and depression is completely gone, but I feel like I can finally handle everything in my life now (I'm a working full-time college student). I highly recommend this drug.""",,,,,,,,,,
,Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diabetes, Type 2",Akhtar...,12-Jan-24,9,"""I have been using Xiglomet 5/1000 for a 3-month period. Trust me or not, I have lost almost 11 kgs of weight, but I also kept exercising every day.... From the very first day, it showed results. Before, my sugar was 300 fasting, but after using this medication, now I'm receiving my desired results.""",,,,,,,,,,"Glimepiride, Sitagliptin"
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osteoarthritis,cztiii,30-Jan-09,8,"Voltaren (diclofenac)""Recently diagnosed with osteoarthitis in both hands.  The pain was so bad that I would wake up in the middle of the night in pain and I was not able to use my right hand at all.  Doctor put me on voltaren one week ago.  So far I have been pain free. Still have swelling in joints but the morning stiffness and pain is gone.  Gave it an 8 rating since I have only been on the drug for 1 week. Have experienced some acid reflux and sleepiness during the day. I don't know if it is because of the medicine or other problem.""",,,,,,,,,,
,Losartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,throw...,14-Sep-21,1,"""Doesn't lower blood pressure. Drastically increases dizziness and anxiety, ended in a trip to the ER. At first I thought it was due to something else, but eventually it dawned on me that the drug is bad for me""",,,,,,,,,,
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,TXGUY,14-Dec-21,1,"""Nitrofurantoin made my UTI worse. Did not help me at all""",,,,,,,,,,Ciprofloxacin
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety DisorderOff-label,Catho...,6-Mar-22,9,"""I struggled for twelve months with severe anxiety and it got so bad that I ended up with moderate depression too. 
I didn't like the thought of going on medication and tried everything to heal myself ‘naturally’. I meditated daily, ate a healthy diet, read endless self help books, took magnesium and fish oil supplements, practiced mindfulness…. You name it I did it! 

The final straw was a weekend away to our favourite place. Normally being there took all my anxiety away but not this time. I had a panic attack and spent all week crying. The next day I made an appointment  with my doctor who prescribed me 50mg Zoloft. 

Day 12,13 and 14 were the hardest with increased anxiety and diarrhoea. I visited here daily to read the encouraging reviews. Day 15 everything changed, a calm came over me. From then on it continued to get better. By week 5 I felt completely well. Don’t suffer unnecessarily! There is help""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Euris...,15-Sep-16,No rating available,"""I have ibs and many antibiotics cause terrible bowel issues like bloating and runs. I am also in a wheelchair - which makes it difficult to manage. in my recent memory I think cipro is my best tolerated antibio so far. I get uti 2-3 x a year and have ended up in an emergency room by ambulance which can be the worst part of a uti emergency for me. I now face another posible uti and need to consider my best options to treat it comfortably safely""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,bike,18-May-12,No rating available,"Zoloft (sertraline)""I have been on Zoloft for a year. Started at 25 then 50 then 100mg daily. As I felt better I decreased the dose to 50mgs and eventually the anxiety and negative thoughts came back. So now back to 100mgs and waiting for this to work. This is so hard because I maintain a full time job and have lots of responsibilities. Hope this works soon, please!""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Lilli...,13-Mar-19,4,"""I was given Amlodipine when my BP rose due to grief. I'm 68 year old  female already taking Propranalol and Simvastatin. The Amlodipine  did  work and my BP is now normal but I have the feeling of being very ill, dying. I have stopped taking the Amlodipine for a couple of days twice and then returned to it. Both times when I wasn't taking it I felt better, stronger and more normal so I know it is the med making me feel this way.""",,,,,,,,,,"Losartan, Atenolol"
,Liothyronine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Underactive Thyroid,Solsk...,15-May-21,No rating available,"Cytomel (liothyronine)""Started Cytomel 5 mg about 8 days ago. As my t-3 was low. And just did not feel well I had hair loss , weight gain , major constipated, and very irritable, dry skin. I am hoping to feel better and be more regulated in many ways. I curious what everyone’s t-3 number were before starting .?? Cytomel. may be too soon for me to notice any change yet ? 
Thank you""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Will,23-Mar-22,9,"""Being honest my mental health has been in decline a long time, basically throughout pandemic and a lifetime of being able to try and live with crippling anxiety. I got back to UK from being in foreign Country. My anxiety it was work related and led to a major increase in anxiety, self harm, loss of job and sent home. On return I was prescribed Vencarm XL 225mg which was not in any was effective for me. My anxiety went through roof. I started Escitalopram last week at 5mg. I was drinking alcohol, bad idea, and begging for Xanax to curb anxiety, to no avail. I had no alcohol today, second day. Doctor had prescribed 28 Escitalopram 10mg which I had to face the outside world to go and fetch. I will not over dramatise my anxiety at thought of leaving my room as you will know. However, I faced it and was shaking, but on interaction with someone else the crazy feelings went a little and went more as I got to fresh air. In short, Escitalopram appears to working for me; however, it is still early days.""",,,,,,,,,,
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bladder Infection,Anonymous,24-Feb-08,8,"Macrobid (nitrofurantoin)""Excellent for prevention of bladder infection in CNS compromised situation.""",,,,,,,,,,Ciprofloxacin
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Cyd,8-Jul-19,4,"""I got the side effect of edema. Other than that it worked great.""",,,,,,,,,,"Losartan, Atenolol"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,livea...,24-Dec-10,10,"""Sertraline helped me get through a very tough emotional and legal situation that involved my entire social, family and work lives. A couple of years later I am still taking it because it seems to help keep things much more even for me and I don't seem to have any side effects. I am actually considering talking to my doctor about increasing the dose from 150mg to 200mg to help me keep my cool in my extremely stressful job. I also suffer from insomnia and fibromyalgia which my personal research seems to indicate are all interwoven. I use many natural therapies but the only combination that ensures a restful sleep for me is taking between 1/2 and 1 mg of lorazepam and 10mg of zolpidem along with 3 homeopathic Hyland's Calms(not Forte) tablets.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,Anonymous,9-Feb-09,8,"Zoloft (sertraline)""I have been on it for over a year.  Only problem is a problem with retarded ejaculation.  If I plan on sex Sunday I skip a dose Saturday and take the Sunday dose after sex.  It works for me.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,looka...,16-Dec-11,2,"Zoloft (sertraline)""I hear amazing reviews on this SSRI, but I cannot relate. I am 23 and I love to work out. Zoloft left me zombified with erectile dysfunction. After coming off of Celexa and trying this SSRI I'm pretty sure SSRI's aren't for me. I could not move from my couch and the X-box. I sat there for days no longer WANTING to take care of myself (clean, eat) and I was getting fat. I would speed home every day after work just so I could get to my couch. I slept constantly and binged when I forced myself off the couch. I was lifeless. It brought reality to my world which was amazing! But I didn't have any energy to enjoy it.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Suzy,6-Jan-20,1,"""If you hadn’t got anxiety and depression before taking this drug you will have afterwards. It also causes also dizzy, balance problems, aching muscles & bones, nausea, hearing problems, eyes hurting, feel totally disorientated, awful.  But nothing else seems to work  and I still have  like this 2 weeks after tablets have stopped.  I am still feeling awful""",,,,,,,,,,Ciprofloxacin
,Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GERD,Frani...,16-Jun-15,10,"""I was prescribed this medication approximately 4 years ago. I experienced severe heartburn and reflux, so much so that I had to sleep with the head of my bed elevated. I filled the prescription but left it in the medicine cabinet for a year without taking one pill. A year after filling it I made a dental appointment because I noticed that the enamel on my teeth was flaking off. The dentist asked me if I had GERD. I said, yes and then he asked me if I was on anything for it. I told him no and he suggested I take something immediately. Turns out the GERD eroded the enamel off of 17 teeth and I had to have extensive dental work done, to the tune of $20K. Expensive lesson to learn but one learned nonetheless. No side effects whatsoever.""",,,,,,,,,,Pantoprazole
,Losartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Anonymous,11-Nov-08,9,"Cozaar (losartan)""It is expensive but it's worth it to protect my kidneys. I am a diabetic.""",,,,,,,,,,
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Kitty,12-Dec-14,10,"""First 3 weeks on the medicine and I felt worse, I started self harming and experienced suicidal thoughts (though apparently this is quite common), I got worried so went back to doctors who upped my dose to 40mg. 40mg gave me headaches, made me feel quite aggressive, lost a bit of weight due to decreased appetite and kept me up at night. Went back to the doctors and told him side effects so he dropped it back down to 20mg to ween me off it so I could try Mirtazapine. A couple of days after speaking to the doctor, I started to feel a lot more positive and happy and touch wood, a week later and I feel the same! I was meant to start taking the Mirtazapine today, but I think the Fluoxetine has slowly kicked in so Im sticking with it!""",,,,,,,,,,
,Ibuprofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neck Pain,Offic...,27-Aug-15,1,"""It did not help at all and actually made my whiplash a lot more painful""",,,,,,,,,,Diclofenac
,Atenolol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine PreventionOff-label,Hoss,5-Sep-18,7,"""I’m 38 have had headaches all my life, until I was put on atenolol now they're gone. I started out on 25mg about 2 months ago and now I’m on 50mg. It’s great for headaches and it cost me $2.99  for a month supply, but I think I need to go back to the 25mg and maybe the side effects will go away. It’s a wonderful feeling to be headache free but I can do with the side effects.""",,,,,,,,,,
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Anonymous,9-Feb-12,No rating available,"Prozac (fluoxetine)""I started taking 20mg/day exactly 1 week ago & I already feel a startling difference- like night & day. I had been seriously depressed for about 5 months, crying everyday, not sleeping & having nightmares when I did, gradually feeling worse. When I could no longer focus enough to get my school work done (I'm a college student) I finally asked my doctor for help. Now I can focus, I don't feel sad, I can smile, I'm less paranoid & I can sleep through the night. My doctor discussed Zoloft & Paxil initially, but I chose Prozac due to the side-effect profile & easy withdrawal as well as the fact it works for my mom for her fibromyalgia. I do have some of the sexual side-effects, but I'd rather feel happy. SO WORTH IT!""",,,,,,,,,,
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Anonymous,8-Dec-11,2,"""I just finished a round of nitrofurantoin and had the worst symptoms of fever, chills, insomnia, bloating, and headaches.  I eventually had to go to the ER and was subscribed another antibiotic.  It is working fine.""",,,,,,,,,,Ciprofloxacin
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Usele...,28-Jan-20,9,"Prozac (fluoxetine)""Ok so I have depression and anxiety and every other mental illness you can think of. I just started using this drug Prozac. I don't know how to explain it. I feel great. But I also want to hurt myself. I feel less depressed but I still want to hurt myself. Sometimes I feel like I am superhuman and then going through a mania phase. I don't know if it is the drug or me.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,FMano,2-Oct-19,5,"""Recently acquired anxiety like the flip of a light switch, most likely due to menopause. Refused any HRT. I was reluctant to take Zoloft, didn't get Rx filled for over a month until.... my anxiety skyrocketed my BP and put me in hospital. Ok, game changer, doc started me on 25mg since I am very sensitive to side effects. Seem to be doing ""ok"" with it, but I had this full blown anxiety attack last night, ugh. Disheartened. BUT I heard there was a ""time frame"" to get past the side effects and wait it out. So that is what I am doing. Will report back in a few weeks and re-rate this drug.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Dave,7-Apr-21,1,"""DO NOT TAKE THIS DRUG AT NIGHT!!!! The heart palpitations start a couple hours after taking it followed by insomnia. And I was only on 5mg. This drug may be good for depression but NOT for anxiety disorder.""",,,,,,,,,,
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Sue,19-Dec-19,1,"Norvasc (amlodipine)""Horrible med I started to have swollen tongue and lips and face. Also hands and feet were swollen. I stopped taking it and slept the night sitting up. I felt depressed and anxiety irritable no energy. I almost died on lisinopril having to rush to hospital with terrible swollen tongue even uvula. They gave me every shot they had which I thought I might die from. Adrenaline shot is the worst. After a few months on norvasc at night laying down each night it got harder to breathe especially through my nose. This is my second day off and I bought 4 natural remedies and I finally feel like myself. I had no desire to do anything. I think these medicines are like poison. I can’t take them and I won’t no matter what. I will do whatever I need to. I almost choked to death trying too swallow scrambled eggs. I am totally done with bp meds unless they are natural. My throat is still bothering me but getting better.""",,,,,,,,,,"Losartan, Atenolol"
,Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polycystic Ovary SyndromeOff-label,Yukki,30-Jul-19,No rating available,"""(Update)

I started using this drugs for PCOS about a week ago. It made me feel dizzy and weak at first and also gave me diarrhea. I realized that I only get diarrhea from it when I don't have a good meal before taking it. Also I don't feel weak or dizzy from it anymore and I got my period 5 days after I started to use it. I think it works good if you take it like you are supposed to. I'm currently not experiencing any side effects.""",,,,,,,,,,"Glimepiride, Sitagliptin"
